row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,target_name,description_of_target
TRINITY_DN1512_c0_g1,133.9642177,0.19679046,2.1536837,0.091373891,0.927195507,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN783882_c0_g1,4.207145062,-0.327356419,3.582780927,-0.091369365,0.927199103,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN87055_c0_g1,1.219964403,0.430465918,4.739795838,0.090819506,0.92763601,NA,Hsp70 protein,Heat shock protein
TRINITY_DN11490_c0_g1,28.39557271,0.247428806,2.76276708,0.08955833,0.928638199,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN5910_c0_g2,39.87613013,-0.213174715,2.384671096,-0.08939376,0.928768983,0.996840212,Heat shock protein 9/12,Heat shock protein
TRINITY_DN9949_c1_g1,21.55332613,0.245174264,2.746091215,0.08928118,0.928858451,NA,Hsp70 protein,Heat shock protein
TRINITY_DN386598_c0_g1,4.860531796,0.242828027,2.72196779,0.08921047,0.928914644,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN209818_c0_g1,4.183108288,-0.318201963,3.578997645,-0.088908123,0.929154928,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN314_c0_g1,160.0059075,-0.194290558,2.203047037,-0.088191743,0.92972428,0.996840212,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN27471_c0_g1,9.45295945,-0.289072396,3.283863088,-0.088028151,0.929854302,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1666_c0_g1,129.5967595,-0.18843244,2.142753193,-0.087939405,0.929924838,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN3218_c2_g1,22.97202244,0.200876143,2.29041587,0.087702913,0.930112805,NA,Hsp70 protein,Heat shock protein
TRINITY_DN107214_c0_g1,19.18690024,0.23621007,2.734780651,0.086372583,0.931170241,NA,Universal stress protein family,Stress
TRINITY_DN13609_c0_g1,17.02975183,0.241950083,2.820750644,0.08577507,0.931645225,NA,Hsp70 protein,Heat shock protein
TRINITY_DN6211_c2_g1,3.34133766,-0.318029295,3.711006332,-0.085698936,0.931705748,NA,Hsp90 protein,Heat shock protein
TRINITY_DN14116_c3_g1,4.932780198,-0.232794378,2.726562196,-0.085380182,0.931959148,NA,Hsp70 protein,Heat shock protein
TRINITY_DN18163_c0_g1,6.180710357,0.288915106,3.397599779,0.085035061,0.932233517,NA,Hsp70 protein,Heat shock protein
TRINITY_DN352550_c0_g1,5.193892237,-0.294921384,3.479378945,-0.084762651,0.932450087,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN160222_c0_g1,3.382788891,-0.280801586,3.315858923,-0.084684419,0.932512283,NA,Hsp70 protein,Heat shock protein
TRINITY_DN4012_c0_g1,31.67205682,0.185612165,2.214910384,0.083801208,0.933214488,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN17462_c0_g2,7.948962673,0.243869753,2.914637785,0.08367069,0.933318262,NA,Hsp90 protein,Heat shock protein
TRINITY_DN33171_c0_g1,6.449618854,0.243448509,2.98957455,0.081432493,0.935098009,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN4634_c0_g1,17.25807496,0.188195486,2.325402813,0.080930274,0.935497404,NA,Hsp70 protein,Heat shock protein
TRINITY_DN170597_c0_g1,4.253831752,-0.286543906,3.571244687,-0.080236425,0.936049221,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN6358_c1_g3,5.007966582,0.223666542,2.792262622,0.080102258,0.936155927,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN21374_c0_g1,9.875178395,-0.230709646,2.881197633,-0.080074218,0.936178228,NA,Hsp70 protein,Heat shock protein
TRINITY_DN27216_c0_g2,9.610217753,-0.226518483,2.857901251,-0.07926043,0.936825479,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1287_c4_g1,5.074525967,0.24530967,3.112021109,0.07882648,0.937170641,NA,Hsp70 protein,Heat shock protein
TRINITY_DN18039_c0_g1,9.748527226,0.19493647,2.484479707,0.078461687,0.937460805,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN25307_c0_g1,2.091554144,-0.321037996,4.108940152,-0.078131582,0.937723385,NA,Hsp70 protein,Heat shock protein
TRINITY_DN17271_c0_g1,19.38968053,0.182959823,2.352628165,0.07776827,0.938012387,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1108586_c0_g1,4.229794978,-0.277412054,3.56736359,-0.077763886,0.938015875,NA,Universal stress protein family,Stress
TRINITY_DN44015_c1_g1,2.980011462,-0.262586598,3.402696317,-0.077170154,0.938488185,NA,Heat shock factor binding protein 1,Heat shock protein
TRINITY_DN380679_c0_g1,30.25629438,-0.209424935,2.724389531,-0.076870408,0.938726639,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1380303_c0_g1,16.26694524,0.210675849,2.760744922,0.076311233,0.939171489,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN10121_c1_g2,5.053800352,0.234710319,3.089184922,0.075978073,0.939436543,NA,ATP-dependent RNA helicase RhlB,RNA helicase
TRINITY_DN12195_c0_g1,2.73138446,0.26284343,3.47219697,0.075699458,0.939658207,NA,Hsp70 protein,Heat shock protein
TRINITY_DN309915_c0_g1,2.315575114,0.301120274,4.012146161,0.07505217,0.940173204,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN9556_c0_g1,2.315575114,0.301120274,4.012146161,0.07505217,0.940173204,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1170768_c0_g1,4.674023638,-0.26291234,3.515811744,-0.074779982,0.940389769,NA,Hsp70 protein,Heat shock protein
TRINITY_DN34412_c0_g1,5.638623019,0.228018166,3.050104889,0.074757484,0.94040767,NA,Hsp70 protein,Heat shock protein
TRINITY_DN3556_c3_g2,16.3807382,0.172351902,2.316883946,0.074389528,0.940700441,NA,Hsp90 protein,Heat shock protein
TRINITY_DN219938_c0_g1,16.97014892,0.206408641,2.79267483,0.073910732,0.941081416,NA,Universal stress protein family,Stress
TRINITY_DN1161903_c0_g1,2.051583094,0.271305112,3.704175724,0.073243046,0.941612713,NA,Hsp90 protein,Heat shock protein
TRINITY_DN869_c10_g1,6.849435922,-0.189403627,2.596101753,-0.072956935,0.941840387,NA,Hsp70 protein,Heat shock protein
TRINITY_DN21215_c0_g3,3.843360626,-0.235491485,3.231842554,-0.072866014,0.941912739,NA,Cysteine-rich TM module stress tolerance,Stress
TRINITY_DN20609_c0_g1,8.603874345,0.240462829,3.30407538,0.072777646,0.94198306,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1101_c1_g1,117.3786004,-0.156206779,2.159828582,-0.072323693,0.94234431,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN4458_c1_g1,29.2042297,0.178261936,2.47992574,0.071881965,0.942695843,NA,Hsp90 protein,Heat shock protein
TRINITY_DN76576_c1_g1,4.736200483,-0.223348024,3.117186203,-0.071650524,0.942880031,NA,Hsp70 protein,Heat shock protein
TRINITY_DN583570_c0_g1,5.603932186,-0.218653573,3.07097843,-0.07119997,0.943238605,NA,Hsp70 protein,Heat shock protein
TRINITY_DN224_c0_g2,5.562480956,-0.240876574,3.437790922,-0.070067255,0.944140129,NA,Hsp70 protein,Heat shock protein
TRINITY_DN506297_c0_g1,5.562480956,-0.240876574,3.437790922,-0.070067255,0.944140129,NA,Hsp70 protein,Heat shock protein
TRINITY_DN78414_c0_g1,2.877339065,-0.239963968,3.431789919,-0.069923851,0.944254269,NA,Hsp70 protein,Heat shock protein
TRINITY_DN9329_c0_g1,12.37675955,-0.165473062,2.373716744,-0.069710534,0.944424057,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1566_c1_g5,12.15849854,-0.195652575,2.819983918,-0.069380741,0.944686558,NA,Hsp90 protein,Heat shock protein
TRINITY_DN52184_c0_g1,10.71437508,-0.194925199,2.863294766,-0.068077238,0.94572415,NA,Hsp90 protein,Heat shock protein
TRINITY_DN7102_c1_g2,46.40848409,0.150424751,2.216741698,0.067858493,0.94589828,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN43561_c0_g1,2.557988599,0.264574434,3.922092576,0.067457468,0.946217521,NA,Hsp90 protein,Heat shock protein
TRINITY_DN44292_c0_g2,1.89059189,-0.283226828,4.21770643,-0.067151859,0.946460809,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN7114_c5_g1,1.89059189,-0.283226828,4.21770643,-0.067151859,0.946460809,NA,Hsp70 protein,Heat shock protein
TRINITY_DN41753_c0_g2,4.875919192,0.186596686,2.794991828,0.066761085,0.946771904,NA,Hsp70 protein,Heat shock protein
TRINITY_DN889492_c0_g1,10.91839102,0.189938138,2.863204643,0.066337605,0.947109045,NA,Hsp70 protein,Heat shock protein
TRINITY_DN107595_c0_g1,9.441159674,0.16192391,2.459432043,0.065837928,0.947506859,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN44272_c0_g1,3.223277867,-0.218157918,3.333067221,-0.065452601,0.947813645,NA,Hsp70 protein,Heat shock protein
TRINITY_DN7351_c0_g1,29.53201078,-0.148725105,2.285044101,-0.065086317,0.948105275,NA,Hsp70 protein,Heat shock protein
TRINITY_DN62478_c0_g1,1.157787557,0.304598682,4.746182913,0.064177611,0.948828804,NA,Hsp70 protein,Heat shock protein
TRINITY_DN8832_c0_g2,1.157787557,0.304598682,4.746182913,0.064177611,0.948828804,NA,Hsp70 protein,Heat shock protein
TRINITY_DN7673_c0_g1,13.60875543,0.151123454,2.382689507,0.063425576,0.949427622,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN164714_c0_g1,4.501583456,-0.199188418,3.145885578,-0.063317121,0.949513982,NA,Hsp90 protein,Heat shock protein
TRINITY_DN243828_c0_g1,3.946010644,0.22844131,3.613882223,0.063212162,0.94959756,NA,Universal stress protein family,Stress
TRINITY_DN6740_c0_g2,2.516537368,0.221603435,3.524628345,0.062872852,0.949867753,NA,Hsp90 protein,Heat shock protein
TRINITY_DN16069_c0_g1,18.01811726,0.175537412,2.827845135,0.06207462,0.950503408,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN12512_c0_g1,7.910938303,0.178391426,2.896258196,0.061593758,0.950886348,NA,Hsp70 protein,Heat shock protein
TRINITY_DN103486_c0_g1,5.45657778,0.185879335,3.030752001,0.061331094,0.951095528,NA,Hsp90 protein,Heat shock protein
TRINITY_DN7772_c0_g1,27.21570226,0.135482248,2.253662094,0.060116487,0.952062859,NA,Hsp70 protein,Heat shock protein
TRINITY_DN14338_c0_g1,1.71333799,0.259543919,4.335240712,0.059868398,0.952260449,NA,Hsp70 protein,Heat shock protein
TRINITY_DN208199_c0_g1,1.71333799,0.259543919,4.335240712,0.059868398,0.952260449,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN414_c0_g1,37.28357614,-0.130494302,2.217492914,-0.058847675,0.953073435,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN14162_c1_g1,13.26938094,-0.167224415,2.849264919,-0.058690371,0.953198729,NA,Hsp70 protein,Heat shock protein
TRINITY_DN208631_c0_g1,0.945295945,-0.278386714,4.784070748,-0.058190342,0.953597013,NA,Universal stress protein family,Stress
TRINITY_DN123197_c0_g1,3.021462693,-0.219951789,3.788055859,-0.058064558,0.953697205,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN5777_c0_g2,3.021462693,-0.219951789,3.788055859,-0.058064558,0.953697205,NA,Hsp70 protein,Heat shock protein
TRINITY_DN271190_c0_g1,2.425416708,-0.205782861,3.567408852,-0.057684126,0.954000239,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN71394_c1_g1,2.425416708,-0.205782861,3.567408852,-0.057684126,0.954000239,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN47937_c0_g2,9.360181514,0.152533651,2.673436,0.057055284,0.954501156,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN2794_c0_g1,10.3912599,0.182471221,3.258510386,0.055998355,0.955343118,NA,Hsp90 protein,Heat shock protein
TRINITY_DN26983_c0_g2,6.126761147,0.191145256,3.413457653,0.055997547,0.955343761,NA,Hsp70 protein,Heat shock protein
TRINITY_DN11651_c0_g3,18.48313644,-0.132481489,2.366865903,-0.055973382,0.955363012,NA,Hsp70 protein,Heat shock protein
TRINITY_DN2676_c0_g1,4.92944666,0.1700654,3.095777483,0.054934633,0.95619054,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN913_c3_g1,5.707560262,-0.164338353,3.023014801,-0.054362404,0.956646432,NA,Pro-melanin-concentrating hormone (Pro-MCH),Melanin
TRINITY_DN1237_c0_g2,110.0701657,0.118352376,2.179419767,0.054304535,0.956692537,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN13405_c1_g1,3.978812497,0.195597956,3.60209504,0.054301165,0.956695222,NA,Hsp70 protein,Heat shock protein
TRINITY_DN18928_c0_g1,3.978812497,0.195597956,3.60209504,0.054301165,0.956695222,NA,Hsp90 protein,Heat shock protein
TRINITY_DN106968_c4_g1,12.82489481,0.174017392,3.225454127,0.053951284,0.956973977,NA,Hsp70 protein,Heat shock protein
TRINITY_DN428919_c0_g1,3.487897147,0.195537117,3.688510883,0.053012482,0.957721962,NA,Trehalose-6-phosphate phosphatase N-terminal helical bundle domain,Trehalose
TRINITY_DN85889_c0_g2,2.347852466,-0.1697666,3.224620221,-0.052647006,0.958013163,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN48279_c1_g1,34.87791643,-0.117040961,2.257646111,-0.051842032,0.958654564,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN923_c1_g1,6.583941343,-0.133029502,2.571929989,-0.051723609,0.958748925,NA,Hsp90 protein,Heat shock protein
TRINITY_DN28423_c0_g1,3.486416967,-0.189626627,3.688285532,-0.051413218,0.958996252,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10954_c0_g1,16.80461442,-0.116688525,2.305855154,-0.050605314,0.959640028,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN37774_c1_g1,4.943353876,-0.156174601,3.119447253,-0.050064832,0.960070725,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1659_c0_g1,509.2677244,-0.105370273,2.115867693,-0.049800029,0.960281744,0.996840212,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN33442_c0_g1,7.562972441,0.131639165,2.653903783,0.049602087,0.960439484,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN60003_c0_g1,20.65742538,0.117203255,2.372245326,0.049406043,0.960595712,NA,Hsp90 protein,Heat shock protein
TRINITY_DN666_c4_g1,24.18651968,-0.112722978,2.283096476,-0.049372849,0.960622165,NA,Hsp70 protein,Heat shock protein
TRINITY_DN39630_c0_g1,11.90699155,-0.118106595,2.410083252,-0.049005193,0.960915158,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1900_c0_g1,23.84062944,0.109893934,2.271250543,0.048384769,0.961409597,NA,Hsp70 protein,Heat shock protein
TRINITY_DN226933_c0_g1,1.989406248,0.194986432,4.156802331,0.046907795,0.962586715,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN664402_c0_g1,1.989406248,0.194986432,4.156802331,0.046907795,0.962586715,NA,Hsp70 protein,Heat shock protein
TRINITY_DN13634_c1_g1,34.6678998,0.104545237,2.240782834,0.046655676,0.962787658,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN74563_c0_g1,16.01198872,-0.1077218,2.314716594,-0.046537792,0.962881613,NA,Hsp70 protein,Heat shock protein
TRINITY_DN602004_c0_g1,4.413423156,0.165351839,3.557805392,0.046475796,0.962931025,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN18526_c0_g1,14.20484617,-0.129207109,2.789276964,-0.046322797,0.96305297,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1659_c16_g1,6.41385664,-0.157276899,3.396860007,-0.046300671,0.963070604,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN44521_c0_g1,7.632842985,0.134705163,2.91595695,0.046195868,0.963154136,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN48186_c0_g1,4.423041156,0.163323119,3.544118639,0.046082859,0.963244208,NA,Hsp70 protein,Heat shock protein
TRINITY_DN762142_c0_g1,4.423041156,0.163323119,3.544118639,0.046082859,0.963244208,NA,Trehalose-phosphatase,Trehalose
TRINITY_DN1105280_c0_g1,3.951371241,-0.166415651,3.611245147,-0.046082624,0.963244396,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN81345_c0_g1,3.951371241,-0.166415651,3.611245147,-0.046082624,0.963244396,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN6158_c0_g4,5.427109465,-0.157220456,3.460722014,-0.045429958,0.963764603,NA,Hsp90 protein,Heat shock protein
TRINITY_DN61438_c0_g1,7.961389709,-0.129638567,2.910608367,-0.044540024,0.964473949,NA,Stress-induced bacterial acidophilic repeat motif,Stress
TRINITY_DN108162_c0_g1,49.62869854,-0.102445522,2.308811474,-0.04437154,0.964608247,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN116670_c0_g1,0.472647972,-0.221092613,4.984120046,-0.044359408,0.964617918,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN10590_c0_g1,76.78766299,0.096052794,2.176008157,0.044141744,0.964791418,0.996840212,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN24594_c0_g2,5.381369018,0.119978049,2.803165117,0.042800921,0.96586023,NA,Hsp70 protein,Heat shock protein
TRINITY_DN3947_c2_g1,6.527102716,-0.110104618,2.580544077,-0.042667211,0.965966818,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1232324_c0_g1,3.453615114,-0.157046402,3.701359861,-0.042429379,0.966156408,NA,Hsp90 protein,Heat shock protein
TRINITY_DN339801_c0_g1,3.453615114,-0.157046402,3.701359861,-0.042429379,0.966156408,NA,Universal stress protein family,Stress
TRINITY_DN96234_c0_g1,3.453615114,-0.157046402,3.701359861,-0.042429379,0.966156408,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN57326_c0_g1,16.82347373,0.119724144,2.82196432,0.042425818,0.966159247,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN986_c1_g1,168.6521523,-0.092370677,2.190535162,-0.042168087,0.966364703,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN3831_c0_g1,14.79305094,0.107048127,2.556413789,0.041874335,0.966598876,NA,Hsp70 protein,Heat shock protein
TRINITY_DN36079_c0_g1,2.960241526,-0.156982418,3.810218608,-0.04120037,0.967136158,NA,Hsp70 protein,Heat shock protein
TRINITY_DN185420_c0_g1,2.206711578,0.16593067,4.063960017,0.040829799,0.967431583,NA,Stress-induced bacterial acidophilic repeat motif,Stress
TRINITY_DN34832_c0_g2,8.040002953,0.101853146,2.507109159,0.040625733,0.967594269,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN36208_c0_g1,7.769170155,0.116020881,2.922005675,0.039705905,0.968327594,NA,Universal stress protein family,Stress
TRINITY_DN986_c1_g2,11.14716771,-0.114457343,2.908993331,-0.039346031,0.968614507,NA,Hsp70 protein,Heat shock protein
TRINITY_DN5054_c0_g1,15.97893883,0.093031915,2.368888524,0.03927239,0.968673219,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN16832_c0_g1,43.55842201,0.092498042,2.361930042,0.039162058,0.968761184,0.996840212,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN15143_c1_g2,2.919314797,0.133119683,3.409548969,0.039043194,0.968855951,NA,Hsp70 protein,Heat shock protein
TRINITY_DN62297_c0_g1,6.942912061,-0.100168276,2.566565676,-0.039028137,0.968867956,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN4797_c0_g1,345.4843959,0.080759784,2.117886239,0.038132258,0.969582232,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN363_c1_g1,177.5815255,-0.084720727,2.234727547,-0.037910987,0.969758653,0.996840212,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1649_c0_g1,427.9586817,-0.080331277,2.129413686,-0.037724599,0.969907263,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN831287_c0_g1,5.347714244,0.13008502,3.460235287,0.03759427,0.970011177,NA,Hsp70 protein,Heat shock protein
TRINITY_DN102409_c0_g1,1.973494351,-0.156805132,4.175122475,-0.037557014,0.970040882,NA,Hsp70 protein,Heat shock protein
TRINITY_DN171611_c0_g1,1.973494351,-0.156805132,4.175122475,-0.037557014,0.970040882,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN180185_c0_g1,1.973494351,-0.156805132,4.175122475,-0.037557014,0.970040882,NA,Hsp70 protein,Heat shock protein
TRINITY_DN13358_c0_g2,15.05461654,-0.085377454,2.335411416,-0.036557779,0.970837609,NA,Hsp70 protein,Heat shock protein
TRINITY_DN19907_c0_g1,52.29596667,-0.079794384,2.209218072,-0.036118835,0.971187604,0.996840212,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1803_c1_g1,20.34493584,0.086059584,2.411920476,0.035680938,0.97153677,NA,Hsp70 protein,Heat shock protein
TRINITY_DN393493_c0_g1,5.346234064,-0.120913722,3.460125368,-0.034944896,0.97212368,NA,Hsp70 protein,Heat shock protein
TRINITY_DN984657_c0_g1,3.260871059,0.129620631,3.73503131,0.034704028,0.972315749,NA,Universal stress protein family,Stress
TRINITY_DN155942_c0_g1,1.480120763,-0.156682782,4.516175697,-0.034693686,0.972323996,NA,Hsp90 protein,Heat shock protein
TRINITY_DN6955_c2_g1,1.480120763,-0.156682782,4.516175697,-0.034693686,0.972323996,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1417685_c0_g1,2.433634907,0.136425374,3.95899552,0.034459593,0.972510663,NA,Hsp70 protein,Heat shock protein
TRINITY_DN49279_c0_g1,2.433634907,0.136425374,3.95899552,0.034459593,0.972510663,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN58699_c0_g1,7.036819379,-0.099640573,2.959374275,-0.033669473,0.973140722,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN2592_c1_g2,3.109600613,-0.125822056,3.761478945,-0.033450156,0.973315614,NA,Hsp70 protein,Heat shock protein
TRINITY_DN989790_c0_g1,3.109600613,-0.125822056,3.761478945,-0.033450156,0.973315614,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN60701_c1_g1,4.017383747,0.096094393,2.910773762,0.03301335,0.973663942,NA,Hsp90 protein,Heat shock protein
TRINITY_DN6365_c0_g1,30.12067485,-0.090333642,2.73919304,-0.032978195,0.973691976,NA,Hsp70 protein,Heat shock protein
TRINITY_DN7904_c0_g1,5.725383518,0.087834302,2.6734296,0.032854541,0.973790584,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1252715_c0_g1,0.986747175,-0.156334976,4.774853139,-0.032741316,0.973880876,NA,Heat shock protein 9/12,Heat shock protein
TRINITY_DN31042_c0_g1,0.986747175,-0.156334976,4.774853139,-0.032741316,0.973880876,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1155659_c0_g1,2.665371954,-0.125895244,3.881059211,-0.032438372,0.974122462,NA,Universal stress protein family,Stress
TRINITY_DN1422391_c0_g1,2.665371954,-0.125895244,3.881059211,-0.032438372,0.974122462,NA,Hsp90 protein,Heat shock protein
TRINITY_DN40252_c0_g1,12.38924458,-0.076569695,2.41617538,-0.031690454,0.974718908,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN73102_c0_g2,1.945075037,-0.119220362,3.798035566,-0.031390007,0.974958511,NA,Hsp90 protein,Heat shock protein
TRINITY_DN10523_c0_g1,22.1426079,-0.070677807,2.263220823,-0.03122886,0.975087024,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN140194_c0_g1,0.493373588,-0.153296889,4.979438942,-0.030785976,0.975440224,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN83172_c0_g1,4.120909064,0.094455293,3.191963258,0.029591598,0.976392766,NA,Hsp70 protein,Heat shock protein
TRINITY_DN28618_c0_g1,1.776914636,-0.126088585,4.279489706,-0.029463463,0.976494959,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN32494_c0_g1,12.81028939,-0.069814796,2.450291375,-0.028492447,0.977269392,NA,Hsp90 protein,Heat shock protein
TRINITY_DN21608_c0_g2,20.16826063,-0.064752222,2.342044886,-0.027647729,0.977943114,NA,Hsp90 protein,Heat shock protein
TRINITY_DN24119_c0_g2,2.700085166,0.10672019,3.883001022,0.027483946,0.978073744,NA,Hsp70 protein,Heat shock protein
TRINITY_DN40781_c0_g1,0.444228659,-0.136789894,4.989867181,-0.027413534,0.978129904,NA,Hsp70 protein,Heat shock protein
TRINITY_DN139_c0_g1,6.313735805,0.075368126,2.762543545,0.02728215,0.978234694,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1105367_c0_g1,3.16503944,0.091240217,3.411466925,0.026745157,0.978662996,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1024954_c0_g1,0.888457318,-0.126688302,4.795507453,-0.026418122,0.97892384,NA,Hsp70 protein,Heat shock protein
TRINITY_DN30814_c0_g1,13.71336156,0.061083896,2.359164942,0.025892168,0.979343347,NA,Heat shock factor binding protein 1,Heat shock protein
TRINITY_DN3429_c0_g1,14.46925993,-0.072630695,2.880146087,-0.025217712,0.979881309,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN16706_c0_g1,40.20067384,0.055840384,2.222197312,0.025128455,0.979952504,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN214297_c0_g1,8.465964235,0.062882459,2.504355315,0.02510924,0.97996783,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN47704_c0_g1,12.30313372,-0.062654243,2.499198796,-0.025069731,0.979999343,NA,Hsp90 protein,Heat shock protein
TRINITY_DN4626_c0_g2,21.83127956,-0.057047847,2.293121075,-0.024877817,0.980152421,NA,Hsp70 protein,Heat shock protein
TRINITY_DN21816_c0_g1,4.803168668,0.07575727,3.100756451,0.024431867,0.980508129,NA,Hsp70 protein,Heat shock protein
TRINITY_DN53115_c0_g1,7.467038063,0.074165262,3.343091973,0.022184631,0.982300677,NA,Hsp70 protein,Heat shock protein
TRINITY_DN27257_c0_g1,4.44088679,0.061437603,2.786069233,0.022051715,0.982406703,NA,Hsp70 protein,Heat shock protein
TRINITY_DN73863_c1_g1,7.496004256,-0.056505514,2.584518185,-0.021863075,0.98255718,NA,Stress-induced bacterial acidophilic repeat motif,Stress
TRINITY_DN3397_c0_g1,17.3244512,0.051832985,2.373905583,0.021834476,0.982579993,NA,Hsp90 protein,Heat shock protein
TRINITY_DN18940_c0_g3,15.13226116,0.052534662,2.416912959,0.021736265,0.982658335,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1237_c3_g1,111.685848,0.045934041,2.156694982,0.021298348,0.983007661,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN218172_c0_g1,6.959779638,0.053841182,2.547381014,0.021135897,0.98313725,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN22134_c0_g1,17.49368299,0.056088005,2.766842628,0.020271483,0.983826804,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN28965_c0_g1,15.96729377,0.065027096,3.214034938,0.02023223,0.983858117,NA,Heat shock protein 9/12,Heat shock protein
TRINITY_DN165422_c0_g1,9.145138341,-0.066592034,3.291439323,-0.020231889,0.98385839,NA,Hsp90 protein,Heat shock protein
